relid,year,type_of_violence,best
RUS-2012-1-773-95,2012,1,1
RUS-2012-1-773-98,2012,1,4
RUS-2012-1-773-99,2012,1,1
RUS-2012-1-773-100,2012,1,2
RUS-2012-1-773-101,2012,1,0
RUS-2012-1-773-102,2012,1,0
RUS-2012-1-773-111,2012,1,0
RUS-2012-1-773-121,2012,1,4
RUS-2012-1-773-122,2012,1,1
RUS-2012-1-773-105,2012,1,0
RUS-2012-1-773-106,2012,1,3
RUS-2012-1-773-107,2012,1,2
RUS-2012-1-773-109,2012,1,1
RUS-2012-1-773-140,2012,1,2
RUS-2012-1-773-110,2012,1,1
RUS-2012-1-773-112,2012,1,1
RUS-2012-1-773-113,2012,1,4
RUS-2012-1-773-114,2012,1,0
RUS-2012-1-773-115,2012,1,5
RUS-2012-1-773-116,2012,1,2
RUS-2012-1-773-120,2012,1,0
RUS-2012-1-773-123,2012,1,1
RUS-2012-1-773-125,2012,1,1
RUS-2012-1-773-126,2012,1,2
RUS-2012-1-773-129,2012,1,0
RUS-2012-1-773-128,2012,1,1
RUS-2012-1-773-130,2012,1,0
RUS-2012-1-773-131,2012,1,1
RUS-2012-1-773-133,2012,1,3
RUS-2012-1-773-149,2012,1,0
RUS-2012-1-773-139,2012,1,8
RUS-2007-1-773-18,2007,1,1
RUS-2012-1-773-134,2012,1,0
RUS-2012-1-773-135,2012,1,0
RUS-2012-1-773-136,2012,1,2
RUS-2012-1-773-148,2012,1,1
RUS-2012-1-773-142,2012,1,0
RUS-2012-1-773-146,2012,1,0
RUS-2012-1-773-143,2012,1,1
RUS-2012-1-773-144,2012,1,2
RUS-2012-1-773-145,2012,1,0
RUS-2012-1-773-150,2012,1,2
RUS-2012-1-773-159,2012,1,8
RUS-2012-1-773-151,2012,1,8
RUS-2012-1-773-152,2012,1,1
RUS-2012-1-773-153,2012,1,0
RUS-2012-1-773-181,2012,1,0
RUS-2012-1-773-154,2012,1,0
RUS-2012-1-773-158,2012,1,0
RUS-2012-1-773-230,2012,1,7
RUS-2012-1-773-160,2012,1,2
RUS-2012-1-773-161,2012,1,0
RUS-2012-1-773-162,2012,1,0
RUS-2012-1-773-163,2012,1,2
RUS-2012-1-773-164,2012,1,0
RUS-2012-1-773-166,2012,1,0
RUS-2012-1-773-167,2012,1,0
RUS-2012-1-773-168,2012,1,3
RUS-2012-1-773-170,2012,1,2
RUS-2012-1-773-177,2012,1,0
RUS-2012-1-773-172,2012,1,1
RUS-2012-1-773-171,2012,1,1
RUS-2012-1-773-209,2012,1,1
RUS-2012-1-773-175,2012,1,2
RUS-2012-1-773-176,2012,1,0
RUS-2012-1-773-178,2012,1,2
RUS-2012-1-773-179,2012,1,6
RUS-2012-1-773-180,2012,1,1
RUS-2012-1-773-182,2012,1,0
RUS-2012-1-773-183,2012,1,5
RUS-2012-1-773-186,2012,1,6
RUS-2012-1-773-187,2012,1,4
RUS-2012-1-773-190,2012,1,4
RUS-2012-1-773-188,2012,1,1
RUS-2012-1-773-189,2012,1,1
RUS-2012-1-773-191,2012,1,0
RUS-2012-1-773-193,2012,1,4
RUS-2012-1-773-195,2012,1,4
RUS-2012-1-773-207,2012,1,0
RUS-2012-1-773-202,2012,1,2
RUS-2012-1-773-204,2012,1,3
RUS-2012-1-773-206,2012,1,1
RUS-2012-1-773-208,2012,1,0
RUS-2012-1-773-210,2012,1,0
RUS-2012-1-773-211,2012,1,0
RUS-2012-1-773-212,2012,1,2
RUS-2012-1-773-213,2012,1,2
RUS-2012-1-773-214,2012,1,2
RUS-2012-1-773-216,2012,1,2
RUS-2012-1-773-217,2012,1,0
RUS-2012-1-773-218,2012,1,0
RUS-2012-1-773-223,2012,1,5
RUS-2012-1-773-220,2012,1,2
RUS-2012-1-773-221,2012,1,0
RUS-2012-1-773-222,2012,1,2
RUS-2012-1-773-224,2012,1,3
RUS-2012-1-773-229,2012,1,2
RUS-2009-1-773-167,2009,1,2
RUS-2009-1-773-205,2009,1,1
RUS-2009-1-773-267,2009,1,1
RUS-2009-1-773-168,2009,1,5
RUS-2009-1-773-192,2009,1,11
RUS-2011-1-773-170,2011,1,0
RUS-2000-3-365-10,2000,3,50
RUS-2011-1-773-142,2011,1,1
RUS-2012-1-773-174,2012,1,6
RUS-2005-1-348-79,2005,1,1
RUS-2005-1-348-173,2005,1,4
RUS-2008-1-773-130,2008,1,6
RUS-2009-1-773-72,2009,1,1
RUS-2009-1-773-239,2009,1,2
RUS-2008-1-773-131,2008,1,1
RUS-2008-1-773-40,2008,1,1
RUS-2007-1-773-17,2007,1,0
RUS-2005-1-348-89,2005,1,1
RUS-2005-1-348-90,2005,1,1
RUS-2009-1-773-76,2009,1,1
RUS-2009-1-773-242,2009,1,2
RUS-2005-1-348-175,2005,1,2
RUS-2005-1-348-91,2005,1,1
RUS-2005-1-348-176,2005,1,1
RUS-2007-1-348-35,2007,1,2
RUS-2008-1-773-132,2008,1,3
RUS-2009-1-773-77,2009,1,1
RUS-2009-1-773-243,2009,1,2
RUS-2008-1-773-133,2008,1,3
RUS-2008-1-773-134,2008,1,1
RUS-2009-1-773-244,2009,1,2
RUS-2009-1-773-245,2009,1,1
RUS-1991-1-370-84,1991,1,34
RUS-2010-1-773-34,2010,1,3
RUS-2010-1-773-32,2010,1,7
RUS-2005-1-348-10,2005,1,4
RUS-2005-1-348-177,2005,1,2
RUS-2005-1-348-178,2005,1,1
RUS-2007-1-348-36,2007,1,19
RUS-2010-1-773-30,2010,1,1
RUS-2010-1-773-31,2010,1,2
RUS-1991-1-370-88,1991,1,0
RUS-1989-2-377-998,1989,2,97
RUS-1991-1-370-80,1991,1,0
RUS-1991-1-370-82,1991,1,0
RUS-1991-2-278-37,1991,2,3
RUS-1991-3-365-67,1991,3,15
RUS-1991-3-365-66,1991,3,1
RUS-1991-1-370-76,1991,1,0
RUS-1991-2-278-32,1991,2,2
RUS-1991-2-278-42,1991,2,2
RUS-1991-3-365-72,1991,3,13
RUS-1991-3-365-71,1991,3,1
RUS-1991-3-365-69,1991,3,1
RUS-1991-3-365-68,1991,3,1
RUS-1990-2-274-10,1990,2,3
RUS-1989-2-274-200,1989,2,42
RUS-1991-2-278-39,1991,2,0
RUS-1991-2-278-29,1991,2,2
RUS-1990-1-370-116,1990,1,19
RUS-1990-1-370-113,1990,1,7
RUS-1990-2-274-5,1990,2,4
RUS-1991-1-370-104,1991,1,12
RUS-1991-1-370-103,1991,1,0
RUS-1991-1-370-102,1991,1,3
RUS-1991-1-370-101,1991,1,1
RUS-1991-2-278-36,1991,2,1
RUS-1991-2-278-31,1991,2,12
RUS-1991-2-278-30,1991,2,2
RUS-1991-2-278-28,1991,2,2
RUS-1991-2-278-34,1991,2,2
RUS-1991-2-278-33,1991,2,3
RUS-1991-2-278-27,1991,2,1
RUS-1991-2-278-26,1991,2,20
RUS-1991-2-278-25,1991,2,3
RUS-1991-2-278-24,1991,2,2
RUS-1991-2-278-23,1991,2,1
RUS-1991-2-278-22,1991,2,1
RUS-1990-2-274-8,1990,2,0
RUS-1991-3-365-65,1991,3,1
RUS-1990-1-373-125,1990,1,18
RUS-1990-1-373-124,1990,1,3
RUS-1990-1-373-123,1990,1,5
RUS-1990-1-370-120,1990,1,1
RUS-1990-1-370-119,1990,1,0
RUS-1990-1-370-118,1990,1,2
RUS-1991-1-370-108,1991,1,13
RUS-1991-1-370-107,1991,1,0
RUS-1991-1-370-106,1991,1,3
RUS-1991-1-370-105,1991,1,1
RUS-1991-1-370-99,1991,1,2
RUS-1991-1-370-87,1991,1,3
RUS-1991-1-370-98.1,1991,1,2
RUS-1991-1-370-96,1991,1,5
RUS-1991-1-370-95,1991,1,0
RUS-1995-1-348-148,1995,1,3
RUS-2001-1-348-33,2001,1,10
RUS-1995-1-348-125,1995,1,1
RUS-2004-1-348-205,2004,1,4
RUS-1994-1-348-2,1994,1,0
RUS-1994-1-348-3,1994,1,3
RUS-1994-1-348-6,1994,1,9
RUS-1994-1-348-12,1994,1,31
RUS-1995-1-348-79,1995,1,1
RUS-2004-1-348-123,2004,1,1
RUS-1995-1-348-5,1995,1,70
RUS-1995-1-348-19,1995,1,399
RUS-1995-1-348-152,1995,1,0
RUS-1995-1-348-54,1995,1,3
RUS-1995-1-348-55,1995,1,1
RUS-1995-1-348-56,1995,1,33
RUS-1995-1-348-8,1995,1,6
RUS-1994-1-348-24,1994,1,26
RUS-1995-1-348-43,1995,1,2
RUS-1995-1-348-47,1995,1,30
RUS-1995-1-348-49,1995,1,2
RUS-1995-1-348-135,1995,1,1
RUS-1995-1-348-66,1995,1,30
RUS-1995-1-348-69,1995,1,2
RUS-2004-1-348-999,2004,1,1
RUS-1995-1-348-74,1995,1,91
RUS-1995-1-348-2,1995,1,0
RUS-1995-1-348-3,1995,1,1
RUS-1995-1-348-76,1995,1,9
RUS-1995-1-348-62,1995,1,16
RUS-1995-1-348-115,1995,1,1
RUS-1995-1-348-24,1995,1,0
RUS-1995-1-348-27,1995,1,6
RUS-1995-1-348-25,1995,1,1
RUS-1995-1-348-78,1995,1,11
RUS-1995-1-348-36,1995,1,18
RUS-1995-1-348-41,1995,1,6
RUS-1995-1-348-45,1995,1,2
RUS-1995-1-348-84,1995,1,125
RUS-1995-1-348-88,1995,1,4
RUS-2003-1-348-39,2003,1,5
RUS-1995-1-348-89,1995,1,12
RUS-1996-1-348-3,1996,1,33
RUS-1996-1-348-13,1996,1,1
RUS-1996-1-348-15,1996,1,2
RUS-2004-1-348-209,2004,1,1
RUS-1995-1-348-112,1995,1,2
RUS-2000-1-348-83,2000,1,15
RUS-1993-1-350-21,1993,1,17
RUS-1995-1-348-67,1995,1,41
RUS-2001-3-365-23,2001,3,3
RUS-1996-1-348-110,1996,1,15
RUS-1995-1-348-153,1995,1,1
RUS-2004-1-348-206,2004,1,1
RUS-2000-3-365-44,2000,3,5
RUS-1995-1-348-46,1995,1,10
RUS-1995-1-348-51,1995,1,20
RUS-1995-1-348-128,1995,1,9
RUS-1995-1-348-133,1995,1,1
RUS-1995-1-348-139,1995,1,1
RUS-1995-1-348-149,1995,1,1
RUS-2000-3-365-43,2000,3,2
RUS-2003-1-348-20,2003,1,0
RUS-1993-1-350-11,1993,1,2
RUS-1995-1-348-52,1995,1,10
RUS-1995-1-348-159,1995,1,3
RUS-2001-1-348-55,2001,1,20
RUS-1995-1-348-137,1995,1,6
RUS-2001-1-348-999,2001,1,7
RUS-2004-1-348-2,2004,1,1
RUS-2004-1-348-111,2004,1,3
RUS-2004-1-348-211,2004,1,0
RUS-2000-3-365-46,2000,3,4
RUS-1993-1-350-12,1993,1,0
RUS-1993-1-350-13,1993,1,5
RUS-1993-1-350-14,1993,1,4
RUS-1995-1-348-166,1995,1,3
RUS-1993-1-350-15,1993,1,55
RUS-2001-3-365-34,2001,3,10
RUS-2001-3-365-37,2001,3,3
RUS-2002-3-365-29,2002,3,0
RUS-2004-1-348-4,2004,1,1
RUS-2004-1-348-5,2004,1,2
RUS-2001-1-348-70,2001,1,5
RUS-2001-1-348-15,2001,1,2
RUS-2004-1-348-112,2004,1,2
RUS-2001-1-348-119,2001,1,9
RUS-1996-1-348-103,1996,1,5
RUS-2004-1-348-114,2004,1,2
RUS-2004-1-348-117,2004,1,1
RUS-2004-1-348-213,2004,1,0
RUS-1995-1-348-144,1995,1,1
RUS-1995-1-348-145,1995,1,1
RUS-2001-3-365-15,2001,3,1
RUS-1995-1-348-147,1995,1,2
RUS-2001-1-348-9,2001,1,2
RUS-2001-1-348-10,2001,1,7
RUS-2003-1-348-27,2003,1,6
RUS-2000-3-365-32,2000,3,2
RUS-1999-1-348-2,1999,1,4
RUS-2003-1-348-21,2003,1,3
RUS-2004-1-348-6,2004,1,2
RUS-2000-3-365-23,2000,3,1
RUS-2003-1-348-45,2003,1,8
RUS-2001-3-365-33,2001,3,2
RUS-1995-1-348-164,1995,1,1
RUS-1995-1-348-160,1995,1,1
RUS-2004-1-348-217,2004,1,4
RUS-2004-1-348-219,2004,1,1
RUS-2000-3-365-47,2000,3,14
RUS-1994-1-348-10,1994,1,4
RUS-2000-1-348-92,2000,1,5
RUS-2003-1-348-999,2003,1,1
RUS-2004-3-1195-999,2004,3,0
RUS-1995-1-348-151,1995,1,1
RUS-2001-1-348-28,2001,1,2
RUS-2004-1-348-7,2004,1,2
RUS-1993-1-350-16,1993,1,1
RUS-2004-1-348-122,2004,1,4
RUS-2004-1-348-224,2004,1,1
RUS-1995-1-348-168,1995,1,3
RUS-1993-1-350-17,1993,1,1
RUS-1995-1-348-58,1995,1,4
RUS-2004-1-348-9,2004,1,2
RUS-2003-1-348-22,2003,1,9
RUS-2004-3-1195-3,2004,3,2
RUS-1995-1-348-154,1995,1,2
RUS-1995-1-348-155,1995,1,1
RUS-1995-1-348-157,1995,1,2
RUS-2001-1-348-29,2001,1,8
RUS-2003-1-348-24,2003,1,1
RUS-2003-1-348-38,2003,1,9
RUS-2002-3-365-40,2002,3,0
RUS-2004-1-348-16,2004,1,1
RUS-1996-1-348-142,1996,1,1
RUS-2003-1-348-57,2003,1,5
RUS-2003-1-348-25,2003,1,5
RUS-1995-1-348-158,1995,1,3
RUS-2001-1-348-30,2001,1,2
RUS-2001-1-348-5,2001,1,6
RUS-2004-1-348-10,2004,1,4
RUS-2004-1-348-124,2004,1,1
RUS-2004-1-348-225,2004,1,2
RUS-2004-1-348-12,2004,1,1
RUS-2004-1-348-14,2004,1,2
RUS-2001-1-348-41,2001,1,1
RUS-2004-1-348-58,2004,1,6
RUS-2001-1-348-49,2001,1,2
RUS-1993-1-350-23,1993,1,0
RUS-2003-1-348-55,2003,1,4
RUS-2004-1-348-3,2004,1,3
RUS-2004-1-348-57,2004,1,3
RUS-2004-1-348-100,2004,1,4
RUS-2004-1-348-125,2004,1,2
RUS-2004-1-348-135,2004,1,6
RUS-2004-1-348-136,2004,1,1
RUS-1995-1-348-169,1995,1,1
RUS-1995-1-348-171,1995,1,1
RUS-2004-1-348-197,2004,1,2
RUS-2004-1-348-203,2004,1,3
RUS-2004-1-348-19,2004,1,2
RUS-2004-1-348-228,2004,1,1
RUS-2004-1-348-231,2004,1,2
RUS-2001-1-348-104,2001,1,7
RUS-1996-1-348-105,1996,1,1
RUS-1995-1-348-175,1995,1,2
RUS-1995-1-348-179,1995,1,1
RUS-1995-1-348-85,1995,1,6
RUS-2004-1-348-227,2004,1,3
RUS-2002-3-365-3,2002,3,7
RUS-2002-3-365-23,2002,3,3
RUS-2004-1-348-233,2004,1,1
RUS-1995-1-348-176,1995,1,10
RUS-1995-1-348-161,1995,1,1
RUS-1995-1-348-162,1995,1,1
RUS-1995-1-348-163,1995,1,2
RUS-2003-1-348-26,2003,1,20
RUS-2002-3-365-20,2002,3,15
RUS-2004-1-348-18,2004,1,3
RUS-2004-1-348-11,2004,1,4
RUS-2004-1-348-22,2004,1,3
RUS-1994-1-348-11,1994,1,2
RUS-1995-1-348-173,1995,1,2
RUS-1995-1-348-174,1995,1,2
RUS-1995-1-348-170,1995,1,1
RUS-1996-1-348-144,1996,1,1
RUS-2004-1-348-8,2004,1,4
RUS-2002-3-365-5,2002,3,6
RUS-1999-1-348-18,1999,1,13
RUS-1995-1-348-183,1995,1,1
RUS-1995-1-348-172,1995,1,6
RUS-2001-1-348-59,2001,1,1
RUS-2001-1-348-99,2001,1,2
RUS-2004-1-348-120,2004,1,3
RUS-2004-1-348-17,2004,1,1
RUS-2004-1-348-127,2004,1,3
RUS-2004-1-348-128,2004,1,1
RUS-1995-1-348-177,1995,1,5
RUS-2004-1-348-232,2004,1,1
RUS-2004-1-348-234,2004,1,1
RUS-1994-1-348-13,1994,1,3
RUS-1995-1-348-10,1995,1,0
RUS-1994-1-348-18,1994,1,3
RUS-1994-1-348-19,1994,1,2
RUS-1995-1-348-71,1995,1,3
RUS-1995-1-348-65,1995,1,3
RUS-1995-1-348-185,1995,1,7
RUS-1995-1-348-186,1995,1,4
RUS-1996-1-348-79,1996,1,1
RUS-1994-1-348-20,1994,1,23
RUS-1995-1-348-70,1995,1,4
RUS-1995-1-348-188,1995,1,18
RUS-1996-1-348-116,1996,1,2
RUS-2004-1-348-21,2004,1,1
RUS-1995-1-348-178,1995,1,2
RUS-2001-1-348-108,2001,1,19
RUS-2001-1-348-7,2001,1,1
RUS-2004-1-348-20,2004,1,3
RUS-2004-1-348-154,2004,1,0
RUS-2004-1-348-235,2004,1,2
RUS-2001-3-365-10,2001,3,2
RUS-2002-3-365-34,2002,3,0
RUS-1995-1-348-180,1995,1,1
RUS-2004-1-348-26,2004,1,4
RUS-2003-1-348-56,2003,1,3
RUS-2004-1-348-24,2004,1,10
RUS-2004-1-348-34,2004,1,5
RUS-2000-1-348-25,2000,1,43
RUS-2003-1-348-8,2003,1,18
RUS-2003-1-348-35,2003,1,5
RUS-2004-1-348-139,2004,1,1
RUS-2004-1-348-236,2004,1,2
RUS-2001-3-365-28,2001,3,23
RUS-1995-1-348-72,1995,1,30
RUS-1995-1-348-197,1995,1,5
RUS-2001-3-365-16,2001,3,1
RUS-1995-1-348-26,1995,1,1
RUS-1995-1-348-198,1995,1,2
RUS-1995-1-348-190,1995,1,3
RUS-2004-1-348-56,2004,1,7
RUS-2002-3-365-37,2002,3,3
RUS-1995-1-348-182,1995,1,4
RUS-2001-1-348-116,2001,1,20
RUS-2000-1-348-71,2000,1,153
RUS-2004-1-348-27,2004,1,1
RUS-2004-1-348-140,2004,1,2
RUS-2004-1-348-245,2004,1,3
RUS-2001-3-365-18,2001,3,1
RUS-1996-3-365-6,1996,3,0
RUS-2001-1-348-3,2001,1,1
RUS-1995-1-348-184,1995,1,10
RUS-2004-1-348-28,2004,1,4
RUS-2004-1-348-30,2004,1,1
RUS-2004-1-348-141,2004,1,1
RUS-2004-1-348-142,2004,1,1
RUS-2000-1-348-85,2000,1,2
RUS-1994-1-348-22,1994,1,2
RUS-1995-1-348-193,1995,1,0
RUS-1995-1-348-73,1995,1,3
RUS-2001-3-365-19,2001,3,5
RUS-2001-3-365-20,2001,3,15
RUS-1995-1-348-35,1995,1,6
RUS-1995-1-348-77,1995,1,2
RUS-1995-1-348-194,1995,1,2
RUS-1996-1-348-4,1996,1,5
RUS-1996-1-348-138,1996,1,25
RUS-1994-1-348-23,1994,1,1
RUS-1995-1-348-191,1995,1,2
RUS-1995-1-348-192,1995,1,2
RUS-2003-1-348-63,2003,1,7
RUS-2003-1-348-69,2003,1,10
RUS-2001-1-348-8,2001,1,2
RUS-2004-1-348-31,2004,1,3
RUS-2004-1-348-143,2004,1,1
RUS-2004-1-348-144,2004,1,0
RUS-2001-3-365-35,2001,3,11
RUS-1996-3-365-4,1996,3,3
RUS-2001-3-365-22,2001,3,3
RUS-1995-1-348-83,1995,1,2
RUS-1996-1-348-5,1996,1,2
RUS-2004-1-348-68,2004,1,1
RUS-1995-1-348-195,1995,1,12
RUS-2004-1-348-13,2004,1,4
RUS-2000-1-348-127,2000,1,1
RUS-2004-1-348-33,2004,1,1
RUS-2004-1-348-148,2004,1,2
RUS-1996-3-365-5,1996,3,15
RUS-2001-3-365-24,2001,3,5
RUS-2000-1-348-58,2000,1,16
RUS-2000-1-348-68,2000,1,30
RUS-2000-1-348-113,2000,1,0
RUS-1996-1-348-90,1996,1,2
RUS-2001-1-348-44,2001,1,2
RUS-1995-1-348-86,1995,1,2
RUS-2003-1-348-36,2003,1,9
RUS-2004-1-348-25,2004,1,1
RUS-2004-1-348-32,2004,1,1
RUS-2004-1-348-35,2004,1,1
RUS-1995-1-348-196,1995,1,7
RUS-2004-1-348-150,2004,1,1
RUS-2004-1-348-151,2004,1,2
RUS-2003-1-348-46,2003,1,10
RUS-2004-1-348-39,2004,1,0
RUS-2000-1-348-133,2000,1,2
RUS-2004-1-348-37,2004,1,2
RUS-2004-1-348-152,2004,1,8
RUS-2001-3-365-30,2001,3,19
RUS-2000-1-348-140,2000,1,21
RUS-2004-1-348-38,2004,1,1
RUS-2004-1-348-64,2004,1,1
RUS-1995-1-348-999,1995,1,58
RUS-2004-1-348-155,2004,1,5
RUS-1999-1-348-23,1999,1,237
RUS-1999-3-365-999,1999,3,2
RUS-2004-1-348-50,2004,1,1
RUS-2004-1-348-91,2004,1,9
RUS-1995-1-348-95,1995,1,1
RUS-1995-1-348-97,1995,1,2
RUS-1995-1-348-61,1995,1,8
RUS-1995-1-348-99,1995,1,1
RUS-2001-3-365-12,2001,3,6
RUS-2004-1-348-153,2004,1,4
RUS-1995-1-348-4,1995,1,50
RUS-2000-1-348-141,2000,1,6
RUS-2004-1-348-44,2004,1,3
RUS-2004-1-348-156,2004,1,2
RUS-1999-3-365-4,1999,3,1
RUS-2004-1-348-46,2004,1,10
RUS-2004-1-348-94,2004,1,7
RUS-1995-1-348-104,1995,1,2
RUS-1995-1-348-11,1995,1,5
RUS-1999-3-365-5,1999,3,0
RUS-1999-3-365-7,1999,3,37
RUS-1999-1-348-30,1999,1,4
RUS-2003-1-348-47,2003,1,12
RUS-2004-1-348-158,2004,1,3
RUS-1995-1-348-63,1995,1,1
RUS-2001-1-348-11,2001,1,3
RUS-2001-1-348-32,2001,1,2
RUS-1995-1-348-107,1995,1,2
RUS-1999-1-368-2,1999,1,60
RUS-2004-1-348-161,2004,1,1
RUS-1995-1-348-12,1995,1,24
RUS-2004-1-348-104,2004,1,0
RUS-2004-1-348-47,2004,1,2
RUS-2004-1-348-159,2004,1,2
RUS-1999-3-365-8,1999,3,15
RUS-1999-3-365-9,1999,3,14
RUS-2004-1-348-51,2004,1,2
RUS-1999-3-365-10,1999,3,2
RUS-2004-1-348-92,2004,1,5
RUS-1995-1-348-109,1995,1,6
RUS-1995-1-348-130,1995,1,2
RUS-1996-1-348-16,1996,1,1
RUS-1999-1-368-999,1999,1,2
RUS-2004-1-348-181,2004,1,1
RUS-2003-1-348-10,2003,1,14
RUS-2000-1-348-21,2000,1,1
RUS-1995-1-348-6,1995,1,4
RUS-1995-1-348-16,1995,1,4
RUS-2004-1-348-113,2004,1,1
RUS-2003-1-348-16,2003,1,3
RUS-1995-1-348-90,1995,1,4
RUS-2004-1-348-48,2004,1,3
RUS-2004-1-348-49,2004,1,6
RUS-2004-1-348-160,2004,1,1
RUS-1995-1-348-15,1995,1,6
RUS-2004-1-348-162,2004,1,2
RUS-1995-1-348-9,1995,1,3
RUS-1995-1-348-113,1995,1,1
RUS-1996-1-348-17,1996,1,2
RUS-2004-1-348-183,2004,1,3
RUS-2004-1-348-176,2004,1,2
RUS-1995-1-348-75,1995,1,1
RUS-2003-1-348-42,2003,1,2
RUS-2004-1-348-52,2004,1,1
RUS-2004-1-348-163,2004,1,4
RUS-1999-3-365-11,1999,3,4
RUS-2004-3-1195-6,2004,3,2
RUS-2004-3-1195-7,2004,3,3
RUS-1999-1-368-4,1999,1,6
RUS-2004-1-348-55,2004,1,14
RUS-2004-1-348-59,2004,1,1
RUS-2004-1-348-177,2004,1,7
RUS-1995-1-348-50,1995,1,2
RUS-1999-3-365-13,1999,3,0
RUS-2004-1-348-182,2004,1,3
RUS-2004-1-348-192.1,2004,1,1
RUS-1995-1-348-14,1995,1,17
RUS-2004-1-348-178,2004,1,2
RUS-2003-1-348-48,2003,1,8
RUS-2004-1-348-196,2004,1,6
RUS-1995-1-348-53,1995,1,37
RUS-2004-1-348-179,2004,1,2
RUS-2004-1-348-171,2004,1,2
RUS-2004-1-348-66,2004,1,2
RUS-2004-1-348-172,2004,1,1
RUS-2004-1-348-145,2004,1,1
RUS-2000-3-365-999,2000,3,1
RUS-2000-3-365-2,2000,3,1
RUS-1996-1-348-19,1996,1,1
RUS-1996-1-348-106,1996,1,2
RUS-1995-1-348-17,1995,1,3
RUS-2004-1-348-194,2004,1,3
RUS-2004-1-348-207,2004,1,2
RUS-1995-1-348-81,1995,1,2
RUS-2004-1-348-195,2004,1,1
RUS-1996-1-348-39,1996,1,9
RUS-2004-1-348-226,2004,1,1
RUS-1995-1-348-82,1995,1,1
RUS-1996-1-348-28,1996,1,3
RUS-2001-1-348-77,2001,1,12
RUS-2004-1-348-180,2004,1,3
RUS-2000-3-365-3,2000,3,1
RUS-2004-1-348-184,2004,1,5
RUS-2000-3-365-6,2000,3,22
RUS-2000-3-365-7,2000,3,30
RUS-2002-3-365-999,2002,3,1
RUS-1996-1-348-130,1996,1,2
RUS-2004-1-348-237,2004,1,1
RUS-1996-1-348-107,1996,1,4
RUS-1995-1-348-131,1995,1,1
RUS-1995-1-348-124,1995,1,1
RUS-1996-3-365-2,1996,3,24
RUS-2004-1-348-147,2004,1,1
RUS-2000-1-348-22,2000,1,400
RUS-1995-1-348-92,1995,1,1
RUS-1995-1-348-20,1995,1,5
RUS-1995-1-348-21,1995,1,4
RUS-2001-1-348-83,2001,1,9
RUS-2001-1-348-92,2001,1,1
RUS-2004-1-348-83,2004,1,11
RUS-2004-1-348-84,2004,1,1
RUS-1995-1-348-100,1995,1,5
RUS-1995-1-348-126,1995,1,1
RUS-2000-1-348-103,2000,1,1
RUS-2004-1-348-229,2004,1,1
RUS-1995-1-348-93,1995,1,1
RUS-1996-1-348-93,1996,1,2
RUS-1999-3-365-2,1999,3,12
RUS-2001-1-348-93,2001,1,1
RUS-2004-1-348-85,2004,1,1
RUS-2004-1-348-185,2004,1,2
RUS-2000-3-365-8,2000,3,9
RUS-1996-1-348-50,1996,1,1
RUS-1996-1-348-33,1996,1,3
RUS-1996-1-348-94,1996,1,37
RUS-2004-1-348-86,2004,1,0
RUS-2004-1-348-87,2004,1,0
RUS-2001-1-348-95,2001,1,15
RUS-2001-1-348-97,2001,1,2
RUS-2001-1-348-98,2001,1,14
RUS-2004-1-348-186,2004,1,0
RUS-2000-3-365-11,2000,3,518
RUS-2002-3-365-6,2002,3,5
RUS-2002-3-365-7,2002,3,20
RUS-2002-3-365-8,2002,3,1
RUS-1995-1-348-23,1995,1,1
RUS-1999-3-365-3,1999,3,25
RUS-1999-3-365-6,1999,3,1
RUS-1996-1-348-132,1996,1,35
RUS-2004-1-348-241,2004,1,1
RUS-1995-1-348-94,1995,1,2
RUS-1994-1-348-4,1994,1,6
RUS-1994-1-348-5,1994,1,40
RUS-1994-1-348-8,1994,1,2
RUS-1995-1-348-28,1995,1,1
RUS-1995-1-348-134,1995,1,1
RUS-2000-1-348-6,2000,1,1
RUS-1995-1-348-96,1995,1,1
RUS-1996-1-348-109,1996,1,2
RUS-2003-1-348-32,2003,1,20
RUS-2004-1-348-88,2004,1,2
RUS-2004-1-348-188,2004,1,2
RUS-2000-3-365-12,2000,3,49
RUS-2000-3-365-14,2000,3,40
RUS-2000-3-365-15,2000,3,17
RUS-2000-3-365-16,2000,3,32
RUS-1995-3-365-2,1995,3,7
RUS-2004-1-348-240,2004,1,3
RUS-1995-1-348-29,1995,1,2
RUS-1995-1-348-98,1995,1,1
RUS-1996-1-348-56,1996,1,2
RUS-2002-3-365-10,2002,3,0
RUS-1996-1-348-111,1996,1,1
RUS-2003-1-348-33,2003,1,9
RUS-2004-1-348-93,2004,1,4
RUS-2001-1-348-101,2001,1,10
RUS-1999-3-365-14,1999,3,70
RUS-2000-1-348-62,2000,1,4
RUS-2004-1-348-189,2004,1,1
RUS-1995-1-348-30,1995,1,4
RUS-2000-1-348-65,2000,1,5
RUS-1996-1-348-133,1996,1,2
RUS-1995-1-348-101,1995,1,3
RUS-1999-3-365-15,1999,3,11
RUS-2001-1-348-110,2001,1,19
RUS-2004-1-348-90,2004,1,2
RUS-2004-1-348-190,2004,1,6
RUS-2002-3-365-17,2002,3,0
RUS-2002-3-365-18,2002,3,0
RUS-1999-3-1195-999,1999,3,32
RUS-1999-1-348-550,1999,1,20
RUS-2003-1-348-34,2003,1,3
RUS-2004-1-348-191,2004,1,2
RUS-1996-1-348-136,1996,1,5
